movie_name,budget,revenue,genre,actors_y,directors_y
Puss in Boots,"$130,000,000","$554,987,477","Action, Adventure, Animation, Family, Fantasy","Antonio Banderas, Salma Hayek, Zach Galifianakis",Chris Miller
Salt,"$110,000,000","$293,329,073","Action, Mystery, Thriller","Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",Phillip Noyce
Noah,"$125,000,000","$362,637,473","Drama, Adventure","Russell Crowe, Jennifer Connelly, Emma Watson",Darren Aronofsky
The Adventures of Tintin,"$130,000,000","$371,940,071","Adventure, Animation, Mystery","Jamie Bell, Andy Serkis, Daniel Craig",Steven Spielberg
Harry Potter and the Prisoner of Azkaban,"$130,000,000","$789,804,554","Adventure, Fantasy, Family","Daniel Radcliffe, Rupert Grint, Emma Watson",Alfonso Cuarón
Australia,"$130,000,000","$49,554,002",Drama,"Nicole Kidman, Hugh Jackman, Essie Davis",Baz Luhrmann
After Earth,"$130,000,000","$243,843,127","Science Fiction, Action, Adventure","Jaden Smith, Will Smith, Sophie Okonedo",M. Night Shyamalan
Dinosaur,"$127,500,000","$354,248,063","Animation, Family","D. B. Sweeney, Alfre Woodard, Ossie Davis",Ralph Zondag
Night at the Museum: Secret of the Tomb,"$127,000,000","$349,424,282","Adventure, Comedy, Fantasy, Family","Ben Stiller, Rami Malek, Rebel Wilson",Shawn Levy
Megamind,"$130,000,000","$321,887,208","Animation, Action, Comedy, Family, Science Fiction","Will Ferrell, Brad Pitt, Tina Fey",Tom McGrath
Harry Potter and the Philosopher's Stone,"$125,000,000","$976,475,550","Adventure, Fantasy, Family","Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus
R.I.P.D.,"$130,000,000","$61,648,500","Fantasy, Action, Comedy, Crime","Jeff Bridges, Ryan Reynolds, Kevin Bacon",Robert Schwentke
Pirates of the Caribbean: The Curse of the Black Pearl,"$140,000,000","$655,011,224","Adventure, Fantasy, Action","Johnny Depp, Geoffrey Rush, Orlando Bloom",Gore Verbinski
The Hunger Games: Mockingjay - Part 1,"$125,000,000","$752,100,229","Science Fiction, Adventure, Thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",Francis Lawrence
The Da Vinci Code,"$125,000,000","$767,820,459","Thriller, Mystery","Tom Hanks, Audrey Tautou, Ian McKellen",Ron Howard
Rio 2,"$103,000,000","$500,188,435","Animation, Adventure, Comedy, Family","Jesse Eisenberg, Anne Hathaway, Leslie Mann",Carlos Saldanha
X2,"$110,000,000","$407,711,549","Adventure, Action, Science Fiction, Thriller","Patrick Stewart, Hugh Jackman, Ian McKellen",Bryan Singer
Fast Five,"$125,000,000","$626,137,675","Action, Thriller, Crime","Vin Diesel, Paul Walker, Jordana Brewster",Justin Lin
Sherlock Holmes: A Game of Shadows,"$125,000,000","$334,615,000","Adventure, Action, Crime, Mystery","Robert Downey Jr., Jude Law, Jared Harris",Guy Ritchie
Clash of the Titans,"$125,000,000","$232,713,139","Adventure, Fantasy, Action","Sam Worthington, Liam Neeson, Ralph Fiennes",Louis Leterrier
Total Recall,"$65,000,000","$261,317,921","Action, Adventure, Science Fiction","Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin",Paul Verhoeven
The 13th Warrior,"$160,000,000","$61,698,899","Adventure, Fantasy, Action","Antonio Banderas, Vladimir Kulich, Dennis Storhøi",John McTiernan
The Bourne Legacy,"$130,000,000","$276,572,938","Action, Thriller","Jeremy Renner, Rachel Weisz, Edward Norton",Tony Gilroy
Batman & Robin,"$125,000,000","$238,207,122","Action, Crime, Fantasy","George Clooney, Chris O'Donnell, Arnold Schwarzenegger",Joel Schumacher
How the Grinch Stole Christmas,"$123,000,000","$345,141,403","Family, Comedy, Fantasy","Jim Carrey, Taylor Momsen, Jeffrey Tambor",Ron Howard
The Day After Tomorrow,"$125,000,000","$544,272,402","Action, Adventure, Science Fiction, Thriller","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum",Roland Emmerich
Mission: Impossible II,"$125,000,000","$546,388,105","Adventure, Action, Thriller","Tom Cruise, Dougray Scott, Thandie Newton",John Woo
The Perfect Storm,"$120,000,000","$325,756,637",Drama,"George Clooney, Mark Wahlberg, Diane Lane",Wolfgang Petersen
Fantastic 4: Rise of the Silver Surfer,"$130,000,000","$289,047,763","Adventure, Fantasy, Action, Thriller","Ioan Gruffudd, Jessica Alba, Chris Evans",Tim Story
Life of Pi,"$120,000,000","$609,016,565","Adventure, Drama, Action","Suraj Sharma, Irrfan Khan, Ayush Tandon",Ang Lee
Ghost Rider,"$110,000,000","$228,738,393","Thriller, Action, Fantasy, Horror","Nicolas Cage, Eva Mendes, Wes Bentley",Mark Steven Johnson
Jason Bourne,"$120,000,000","$415,484,914","Action, Thriller","Matt Damon, Alicia Vikander, Tommy Lee Jones",Paul Greengrass
Charlie's Angels: Full Throttle,"$120,000,000","$259,175,788","Action, Adventure, Comedy","Cameron Diaz, Drew Barrymore, Lucy Liu",McG
Prometheus,"$130,000,000","$403,170,142","Science Fiction, Adventure, Mystery","Noomi Rapace, Michael Fassbender, Guy Pearce",Ridley Scott
Stuart Little 2,"$120,000,000","$169,956,806","Family, Adventure, Animation, Comedy","Michael J. Fox, Geena Davis, Hugh Laurie",Rob Minkoff
Elysium,"$115,000,000","$286,140,700","Science Fiction, Action, Drama, Thriller","Matt Damon, Jodie Foster, Sharlto Copley",Neill Blomkamp
The Chronicles of Riddick,"$105,000,000","$115,772,733","Action, Science Fiction","Vin Diesel, Thandie Newton, Karl Urban",David Twohy
RoboCop,"$120,000,000","$242,688,965","Action, Science Fiction","Joel Kinnaman, Gary Oldman, Michael Keaton",José Padilha
Speed Racer,"$120,000,000","$93,945,766","Action, Family, Science Fiction","Emile Hirsch, Christina Ricci, Matthew Fox",Lilly Wachowski
How Do You Know,"$120,000,000","$48,668,907","Comedy, Drama, Romance","Reese Witherspoon, Paul Rudd, Owen Wilson",James L. Brooks
Knight and Day,"$117,000,000","$261,930,431","Action, Comedy","Tom Cruise, Cameron Diaz, Peter Sarsgaard",James Mangold
Oblivion,"$120,000,000","$286,168,572","Action, Science Fiction, Adventure, Mystery","Tom Cruise, Morgan Freeman, Olga Kurylenko",Joseph Kosinski
Star Wars: Episode III - Revenge of the Sith,"$113,000,000","$850,000,000","Science Fiction, Adventure, Action","Ewan McGregor, Natalie Portman, Hayden Christensen",George Lucas
Star Wars: Episode II - Attack of the Clones,"$120,000,000","$649,398,328","Adventure, Action, Science Fiction","Ewan McGregor, Natalie Portman, Hayden Christensen",George Lucas
"Monsters, Inc.","$115,000,000","$562,816,256","Animation, Comedy, Family","John Goodman, Billy Crystal, Mary Gibbs",Pete Docter
The Wolverine,"$120,000,000","$415,440,673","Action, Science Fiction, Adventure, Fantasy","Hugh Jackman, Hiroyuki Sanada, Famke Janssen",James Mangold
Star Wars: Episode I - The Phantom Menace,"$115,000,000","$924,317,558","Adventure, Action, Science Fiction","Liam Neeson, Ewan McGregor, Natalie Portman",George Lucas
The Croods,"$135,000,000","$585,178,928","Adventure, Animation, Comedy, Family, Fantasy","Nicolas Cage, Emma Stone, Ryan Reynolds",Chris Sanders
Asterix at the Olympic Games,"$97,250,400","$132,900,000","Fantasy, Adventure, Comedy, Family","Clovis Cornillac, Gérard Depardieu, Franck Dubosc",Thomas Langmann
Windtalkers,"$115,000,000","$77,628,265","Drama, Action, History, War","Nicolas Cage, Adam Beach, Peter Stormare",John Woo
The Huntsman: Winter's War,"$115,000,000","$164,602,163","Action, Adventure, Drama","Chris Hemsworth, Charlize Theron, Emily Blunt",Cedric Nicolas-Troyan
Teenage Mutant Ninja Turtles,"$125,000,000","$477,200,000","Science Fiction, Action, Adventure, Fantasy, Comedy","Megan Fox, Will Arnett, William Fichtner",Jonathan Liebesman
Gravity,"$105,000,000","$716,392,705","Science Fiction, Thriller, Drama","Sandra Bullock, George Clooney, Ed Harris",Alfonso Cuarón
Dante's Peak,"$116,000,000","$178,127,760","Action, Adventure, Thriller","Pierce Brosnan, Linda Hamilton, Jamie Renée Smith",Roger Donaldson
Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$245,623,848","Fantasy, Action, Adventure, Comedy","Megan Fox, Stephen Amell, Will Arnett",Dave Green
Fantastic Four,"$120,000,000","$167,977,596","Action, Adventure, Science Fiction","Miles Teller, Kate Mara, Michael B. Jordan",Josh Trank
Night at the Museum,"$110,000,000","$574,480,841","Action, Adventure, Comedy, Family, Fantasy","Ben Stiller, Jake Cherry, Carla Gugino",Shawn Levy
San Andreas,"$110,000,000","$470,490,832","Action, Drama, Thriller","Dwayne Johnson, Alexandra Daddario, Carla Gugino",Brad Peyton
Tomorrow Never Dies,"$110,000,000","$333,011,068","Adventure, Action, Thriller","Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",Roger Spottiswoode
The Patriot,"$110,000,000","$215,294,342","Drama, History, War, Action","Mel Gibson, Heath Ledger, Joely Richardson",Roland Emmerich
Ocean's Twelve,"$110,000,000","$362,744,280","Thriller, Crime","George Clooney, Brad Pitt, Catherine Zeta-Jones",Steven Soderbergh
Mr. & Mrs. Smith,"$110,000,000","$478,207,520","Action, Comedy, Drama, Thriller","Angelina Jolie, Brad Pitt, Vince Vaughn",Doug Liman
Insurgent,"$110,000,000","$295,238,201","Adventure, Science Fiction, Thriller","Shailene Woodley, Theo James, Kate Winslet",Robert Schwentke
The Aviator,"$116,000,000","$102,000,000",Drama,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale",Martin Scorsese
Gulliver's Travels,"$112,000,000","$237,382,724",Comedy,"Jack Black, Amanda Peet, Emily Blunt",Rob Letterman
The Green Hornet,"$120,000,000","$227,817,248","Action, Crime, Comedy","Seth Rogen, Jay Chou, Christoph Waltz",Michel Gondry
300: Rise of an Empire,"$110,000,000","$337,580,051","Action, War","Sullivan Stapleton, Eva Green, Lena Headey",Noam Murro
The Smurfs,"$110,000,000","$563,749,323","Animation, Family, Adventure, Comedy, Fantasy","Hank Azaria, Neil Patrick Harris, Jayma Mays",Raja Gosnell
Home on the Range,"$110,000,000","$103,951,461","Animation, Family","Roseanne Barr, Judi Dench, Jennifer Tilly",Will Finn
Allegiant,"$110,000,000","$179,246,868","Adventure, Science Fiction","Shailene Woodley, Theo James, Zoë Kravitz",Robert Schwentke
Real Steel,"$110,000,000","$299,268,508","Action, Science Fiction, Drama","Hugh Jackman, Dakota Goyo, Evangeline Lilly",Shawn Levy
The Smurfs 2,"$105,000,000","$347,434,178","Fantasy, Family, Comedy, Animation","Hank Azaria, Neil Patrick Harris, Brendan Gleeson",Raja Gosnell
Speed 2: Cruise Control,"$160,000,000","$164,508,066","Action, Adventure, Thriller","Sandra Bullock, Jason Patric, Willem Dafoe",Jan de Bont
Ender's Game,"$110,000,000","$125,537,191","Science Fiction, Action, Adventure","Asa Butterfield, Harrison Ford, Hailee Steinfeld",Gavin Hood
Live Free or Die Hard,"$110,000,000","$383,531,464","Action, Thriller","Bruce Willis, Justin Long, Timothy Olyphant",Len Wiseman
The Lord of the Rings: The Fellowship of the Ring,"$93,000,000","$871,368,364","Adventure, Fantasy, Action","Elijah Wood, Ian McKellen, Cate Blanchett",Peter Jackson
Around the World in 80 Days,"$110,000,000","$72,178,895","Action, Adventure, Comedy","Jackie Chan, Steve Coogan, Cécile de France",Frank Coraci
Ali,"$107,000,000","$87,713,825",Drama,"Will Smith, Jamie Foxx, Jon Voight",Michael Mann
The Cat in the Hat,$0,$0,"Comedy, Fantasy, Family","Mike Myers, Dakota Fanning, Spencer Breslin",Bo Welch
"I, Robot","$120,000,000","$347,234,916","Action, Science Fiction","Will Smith, Bridget Moynahan, Alan Tudyk",Alex Proyas
Kingdom of Heaven,"$130,000,000","$211,643,158","Drama, Action, Adventure, History, War","Orlando Bloom, Eva Green, Jeremy Irons",Ridley Scott
Stuart Little,"$133,000,000","$300,135,367","Animation, Fantasy, Family, Comedy","Michael J. Fox, Geena Davis, Hugh Laurie",Rob Minkoff
The Princess and the Frog,"$105,000,000","$267,045,765","Romance, Family, Animation, Music","Anika Noni Rose, Bruno Campos, Keith David",Ron Clements
The Martian,"$108,000,000","$630,161,890","Drama, Adventure, Science Fiction","Matt Damon, Jessica Chastain, Kristen Wiig",Ridley Scott
The Island,"$126,000,000","$162,949,164","Action, Thriller, Science Fiction, Adventure","Ewan McGregor, Scarlett Johansson, Djimon Hounsou",Michael Bay
Town & Country,"$90,000,000","$10,372,291","Comedy, Romance","Warren Beatty, Diane Keaton, Goldie Hawn",Peter Chelsom
Gone in Sixty Seconds,"$90,000,000","$237,202,299","Action, Crime, Thriller","Nicolas Cage, Angelina Jolie, Giovanni Ribisi",Dominic Sena
Gladiator,"$103,000,000","$457,640,427","Action, Drama, Adventure","Russell Crowe, Joaquin Phoenix, Connie Nielsen",Ridley Scott
Minority Report,"$102,000,000","$358,372,926","Action, Thriller, Science Fiction, Mystery","Tom Cruise, Colin Farrell, Samantha Morton",Steven Spielberg
Harry Potter and the Chamber of Secrets,"$100,000,000","$876,688,482","Adventure, Fantasy, Family","Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus
Casino Royale,"$150,000,000","$599,045,960","Adventure, Action, Thriller","Daniel Craig, Eva Green, Mads Mikkelsen",Martin Campbell
Planet of the Apes,"$100,000,000","$362,211,740","Thriller, Science Fiction, Action, Adventure","Mark Wahlberg, Tim Roth, Helena Bonham Carter",Tim Burton
Terminator 2: Judgment Day,"$100,000,000","$520,000,000","Action, Thriller, Science Fiction","Arnold Schwarzenegger, Linda Hamilton, Robert Patrick",James Cameron
Public Enemies,"$80,000,000","$214,104,620","History, Crime, Drama","Christian Bale, Johnny Depp, Giovanni Ribisi",Michael Mann
American Gangster,"$100,000,000","$266,465,037","Drama, Crime","Denzel Washington, Russell Crowe, Chiwetel Ejiofor",Ridley Scott
True Lies,"$115,000,000","$378,882,411","Action, Thriller","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold",James Cameron
The Taking of Pelham 1 2 3,"$100,000,000","$150,166,126","Thriller, Drama, Crime","Denzel Washington, John Travolta, Luis Guzmán",Tony Scott
Little Fockers,"$100,000,000","$310,650,585","Comedy, Romance","Robert De Niro, Ben Stiller, Owen Wilson",Paul Weitz
The Other Guys,"$100,000,000","$170,432,927","Action, Comedy, Crime","Will Ferrell, Mark Wahlberg, Eva Mendes",Adam McKay
Eraser,"$100,000,000","$242,295,562","Action, Drama, Mystery, Thriller","Arnold Schwarzenegger, James Caan, Vanessa Williams",Chuck Russell
Django Unchained,"$100,000,000","$425,368,238","Drama, Western","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",Quentin Tarantino
The Hunchback of Notre Dame,"$100,000,000","$100,138,851","Drama, Animation, Family","Tom Hulce, Demi Moore, Tony Jay",Gary Trousdale
The Emperor's New Groove,"$100,000,000","$169,327,687","Adventure, Animation, Comedy, Family, Fantasy","David Spade, John Goodman, Eartha Kitt",Mark Dindal
The Expendables 2,"$100,000,000","$312,573,423","Action, Adventure, Thriller","Sylvester Stallone, Jason Statham, Dolph Lundgren",Simon West
National Treasure,"$100,000,000","$347,451,894","Adventure, Action, Thriller, Mystery","Nicolas Cage, Diane Kruger, Justin Bartha",Jon Turteltaub
Eragon,"$100,000,000","$249,288,105","Fantasy, Action, Adventure, Family","Ed Speleers, Jeremy Irons, Sienna Guillory",Stefen Fangmeier
Where the Wild Things Are,"$100,000,000","$100,086,793","Family, Fantasy","Max Records, Catherine Keener, Lauren Ambrose",Spike Jonze
Epic,"$100,000,000","$268,426,634","Animation, Adventure, Family, Fantasy","Josh Hutcherson, Amanda Seyfried, Colin Farrell",Chris Wedge
The Tourist,"$100,000,000","$278,731,369","Action, Thriller, Romance","Johnny Depp, Angelina Jolie, Paul Bettany",Florian Henckel von Donnersmarck
End of Days,"$100,000,000","$211,989,043","Action, Fantasy, Horror, Mystery","Arnold Schwarzenegger, Gabriel Byrne, Kevin Pollak",Peter Hyams
Blood Diamond,"$100,000,000","$170,877,916","Drama, Thriller, Action","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly",Edward Zwick
The Wolf of Wall Street,"$100,000,000","$392,000,694","Crime, Drama, Comedy","Leonardo DiCaprio, Jonah Hill, Margot Robbie",Martin Scorsese
Batman Forever,"$100,000,000","$336,529,144","Action, Crime, Fantasy","Val Kilmer, Tommy Lee Jones, Jim Carrey",Joel Schumacher
Starship Troopers,"$105,000,000","$121,214,377","Adventure, Action, Thriller, Science Fiction","Casper Van Dien, Dina Meyer, Denise Richards",Paul Verhoeven
Cloud Atlas,"$102,000,000","$130,482,868","Drama, Science Fiction","Tom Hanks, Halle Berry, Jim Broadbent",Tom Tykwer
Legend of the Guardians: The Owls of Ga'Hoole,"$80,000,000","$140,073,390","Animation, Adventure, Family, Fantasy","Emily Barclay, Abbie Cornish, Essie Davis",Zack Snyder
Catwoman,"$100,000,000","$82,102,379","Action, Crime","Halle Berry, Benjamin Bratt, Sharon Stone",Pitof
Hercules,"$100,000,000","$243,400,000","Action, Adventure","Dwayne Johnson, Ian McShane, John Hurt",Brett Ratner
Treasure Planet,"$140,000,000","$109,578,115","Adventure, Animation, Family, Fantasy, Science Fiction","Joseph Gordon-Levitt, Brian Murray, David Hyde Pierce",Ron Clements
Land of the Lost,"$100,000,000","$68,688,831","Adventure, Comedy, Science Fiction","Will Ferrell, Anna Friel, Danny McBride",Brad Silberling
The Expendables 3,"$90,000,000","$206,172,544","Action, Adventure, Thriller","Sylvester Stallone, Jason Statham, Harrison Ford",Patrick Hughes
Point Break,"$105,000,000","$133,718,711","Action, Crime, Thriller","Edgar Ramírez, Luke Bracey, Teresa Palmer",Ericson Core
Son of the Mask,"$84,000,000",$0,"Fantasy, Comedy, Family, Adventure","Jamie Kennedy, Alan Cumming, Traylor Howard",Lawrence Guterman
In the Heart of the Sea,"$100,000,000","$93,820,758","Thriller, Drama, Adventure, Action, History","Chris Hemsworth, Benjamin Walker, Cillian Murphy",Ron Howard
The Adventures of Pluto Nash,"$100,000,000","$7,103,973","Action, Comedy, Science Fiction","Eddie Murphy, Randy Quaid, Rosario Dawson",Ron Underwood
Green Zone,"$100,000,000","$94,882,889","War, Action, Adventure, Drama, Thriller","Matt Damon, Greg Kinnear, Brendan Gleeson",Paul Greengrass
The Peanuts Movie,"$99,000,000","$246,233,113",Animation,"Noah Schnapp, Bill Melendez, Venus Schultheis",Steve Martino
The Spanish Prisoner,"$10,000,000","$13,835,130","Crime, Drama, Mystery, Thriller","Steve Martin, Campbell Scott, Ben Gazzara",David Mamet
The Mummy Returns,"$98,000,000","$433,013,274","Adventure, Action, Fantasy","Brendan Fraser, Rachel Weisz, John Hannah",Stephen Sommers
